opiniao;tweet
Neutral;RT @FAZ_NET: Edathy-Affäre: CDU und CSU erhöhen Druck auf Oppermann http://t.co/ojfUjuMKqr
Neutral;@nyarla23 Jedenfalls gäbe es keine Farben, ohne das, was in unserem Gehirn aus den aufgefangenen elektromagnetischen Wellen gemacht wird.
Negative;"Der Kurpark als Kriegsgebiet
Bad Vilbel
Die Eisbahn bringt das Fass zum Überlaufen: Der Umgang der Stadt Bad Vilbel http://t.co/sYDvcbnJlW"
Neutral;Neu: D: Spvgg 02 Griesheim - TSG 12:2 http://t.co/2kgZ3J0z42
Neutral;Neu: D: Spvgg 02 Griesheim - TSG 12:2 http://t.co/2kgZ3J0z42
Positive;Die ersten Sonnenstrahlen streichen den weißen, polierten Lack meines Autos.
Positive;"Ein paar warme Worte zum frühen Montagmorgen - So schön. ""Ich bin nie genug - und das ist gut so"" http://t.co/bhMiXZrWeq"
Positive;"@bischi77 @matzeknop *gib ;-)"
Positive;"@bischi77 @matzeknop *gib ;-)"
Neutral;RT @heiseonline: Mit Software gegen Bildfehler: Algorithmus gleicht schlechte Objektive aus http://t.co/ICj94vXYDU #Kamera #Smartphone
Neutral;RT @FAZ_NET: Rentenplan kostet den Bund viele Milliarden Euro mehr, berichten Manfred Schäfers und Kerstin Schwenn. http://t.co/hyBYMFXUiH
Neutral;VfL auf dem Vormarsch - Platz fünf nach Sieg in Berlin http://t.co/FzS2hZchlq
Neutral;VfL auf dem Vormarsch - Platz fünf nach Sieg in Berlin http://t.co/FzS2hZchlq
Neutral;RT @WSJDeutschland: Mutmaßlich entführte Ethiopian Airlines-Maschine in Genf gelandet, Passagiere sicher, eine Person festgenommen http://t…
Positive;Und jetzt mal das Seepferdchen machen #Duschtweet
Neutral;Ein Flugzeug der Ethiopian Airlines ist #entführt und zur Landung auf dem Flughafen Genf gezwungen worden: http://t.co/ihmlmuFQok
Neutral;"""Klaa Paris"" hat keine Nachwuchssorgen - Vereine kooperieren zum 175. Jubiläum der Heddernheimer Fas http://t.co/F05bLoj55J"
Neutral;"""Klaa Paris"" hat keine Nachwuchssorgen - Vereine kooperieren zum 175. Jubiläum der Heddernheimer Fas http://t.co/F05bLoj55J"
Neutral;RT @heiseonline: Mit Software gegen Bildfehler: Algorithmus gleicht schlechte Objektive aus http://t.co/ICj94vXYDU #Kamera #Smartphone
Neutral;"Guten Morgen!
#soinetwasiehtesaus http://t.co/i0IxKtZxYw"
Positive;"@ThatYvo *Kaffee rüberschieb* So geht das ja schließlich nicht ;-)"
Neutral;RT @FAZ_Wirtschaft: Die Vermögensfrage: Denkmalgeschützte Wohnungen als Geldvernichtung http://t.co/uztvqxBOCz
Neutral;150 Jahre Comics aus Deutschland - Karikatur und Zeichenkunst in Hannover. Fernsehbericht https://t.co/IrHsQLQTZS
Neutral;"Salsa Tea Time am Sonntag, 16. März 2014 ab 16 Uhr im Culinar Hannover mit DJ Roberto Rey - Salsa, Bachata &amp;... http://t.co/8lu3YErd0h"
Neutral;"Salsa Tea Time am Sonntag, 16. März 2014 ab 16 Uhr im Culinar Hannover mit DJ Roberto Rey - Salsa, Bachata &amp;... http://t.co/8lu3YErd0h"
Neutral;Energiewende nicht absägen http://t.co/pZnNTM1WrZ
Neutral;Apple und Google werfen Flappy-Birds-Klone aus App Stores - Kurier: GoogleWatchBlogApple und Google werfen Fla... http://t.co/bKeBhZzvB2
Negative;Apple und Google werfen Flappy-Birds-Klone aus App Stores - Kurier: GoogleWatchBlogApple und Google werfen Fla... http://t.co/bKeBhZzvB2
Positive;Frühstück :o) (@ vmHQ) http://t.co/DHsLAWOlIC
Positive;Just Do it! (#LKA #Sachsen) #fqotd
Neutral;RT @FAZ_Topnews: Die Société Générale befürchtet 2014 eine Krise in China.  Das würde das globale Wachstum halbieren. http://t.co/IYHdaA5xKb
Neutral;Neu: F1: 3. Platz beim Egelsbacher Hallenturnier (Turnierbericht/Fotos) http://t.co/OrY8ys95oX
Neutral;Mutmaßlicher Entführer verhaftet: #Flugzeug in #Genf zur Landung gezwungen http://t.co/OqtHiPNH68
Neutral;#Kickstarter hat mitgeteilt, dass bei einem Hacker-Angriff Daten gestohlen wurden und rät zur Passwortänderung. http://t.co/ZmrjJcvQzL
Negative;Muss heute nicht in die Schule. Der Tag ist trotzdem sehr scheiße.
Negative;Muss heute nicht in die Schule. Der Tag ist trotzdem sehr scheiße.
Negative;@alios Kanaren plane ich dieses Jahr auch für Oktober, im März ist es mir dort noch zu kalt :)
Positive;Handwerker aus deiner Umgebung wollen Dreck und Unordnung in deiner Wohnung machen. Ruf an.
Neutral;@Z4PP3D @hoelu Inwiefern?
Neutral;nachdenKEN über: Zuschauer-Demokratie: http://t.co/5k8Ec7AHIZ via @youtube
Neutral;RT @FAZ_Wirtschaft: Rentenplan kostet den Bund viele Milliarden Euro mehr, berichten Manfred Schäfers und Kerstin Schwenn. http://t.co/wdET…
Positive;Klasse! RT@U_Rieth Im Norden heute wohl so klar, dass Venus locker auch mit bloßem Auge am Taghimmel gefunden werden kann.
Neutral;RT @fmpreuss: SEO für Bilder: So klettern Sie in den Google-SERPs nach oben! http://t.co/ncHcqfZNpR
Neutral;DAX-INDIKATION -0,12% BEI 9651
Positive;@nyarla23 danke für diesen wertvollen Tipp!
Positive;@nyarla23 danke für diesen wertvollen Tipp!
Neutral;"Multiplayer: In ""Evolve"" muss ein Spieler das Monster steuern http://t.co/g1PCawsO04 strawnews.de"
Neutral;Neu: Herren 1: FC Schwalbach - TSG 2:0 http://t.co/IoNz30FnUk
Positive;Schminkkörbchen... Kalenderwoche 8: Hallo meine Hübschen Auch an diesem Montag habe ich natürlich wieder ein n... http://t.co/JntMmGhwnO
Positive;INTERNET WORLD Business Shop-Award: Die Shortlist steht! http://t.co/w20VqUpeZq #seo #sem
Neutral;Aktienkurse dürften wieder fallen http://t.co/hdovNaNA5O
Neutral;http://t.co/NhMZ2RFzjA der Partyfilm
Positive;http://t.co/NhMZ2RFzjA der Partyfilm
Positive;"EU: Die grossartigen Grundfreiheiten 
http://t.co/4S1DK1bvrk"
Positive;RT @phpmagazin: Vim kennenlernen und dabei in die Welt von Tron abtauchen http://t.co/CJvs6pTGym
Negative;@4tuneQkie @StarTrek_DST Bettina ( @pulspunkt ) ja, ich leider nicht.
Neutral;New Job: Process Specialist (m/f) in Dusseldorf, Germany http://t.co/iKsM0AFdSy #job
Positive;"RT @heidibh: Danke für den ""Aufruf zur Gelassenheit"" &amp; viele weitere Tipps @anked @fempowerme #Cusanuswerk #gläserneDecken #mauerneinreissen"
Neutral;Van der Vaart fällt länger aus http://t.co/KSCMi2opRu
Positive;Tweutschland, erwache!
Positive;Heißes Gerücht: Apple wollte Tesla kaufen http://t.co/TZkjrbCEYK #Finanznachrichten
Neutral;RT @FAZ_Finanzen: Aktienkurse dürften wieder fallen http://t.co/XjjoC70zFx
Neutral;"""Nebel lichten"" ist das Motto - Reinhard Veser beantwortet ab 12 Uhr im Chat Fragen zu olympisch-politischen Themen http://t.co/12fSaJIMcb"
Positive;@p_b_ Genieße Deinen Ehrentag und lass Dich feiern http://t.co/MT6tSZKbtW
Neutral;RT @t3n: Photoshop-Tutorials: Adobe-Video für Anfänger erleichtert den Einstieg http://t.co/THiA9bnYLE
Negative;"RT @uniwave: Unterschied Twitter zu ""alten"" Medien: Das Wort ""mutmaßlich"" spielt hier eher keine Rolle. #ET702"
Positive;Verschiebungen wegen Nebels - Derzeit ist nur Curling im Angebot des Olympia-Livetickers - auch das liest sich gut http://t.co/cA77a5Da4V
Neutral;RT @DOSB: Schleppender Start in die letzte Olympiawoche: Biathlon (auf 12:30 MEZ) und Snowboard Cross (unbestimmt) verschoben #Nebel #Wirfu…
Neutral;c't Hacks 1/14 jetzt im Handel: Die neue c't Hacks 1/2014 ist ab im Handel erhältlich. Wir berichten über Stea... http://t.co/9fQyR5AXxj
Neutral;c't Hacks 1/14 jetzt im Handel: Die neue c't Hacks 1/2014 ist ab im Handel erhältlich. Wir berichten über Stea... http://t.co/9fQyR5AXxj
Neutral;#DeutscheWelle ~ Der Fall Edathy stürzt die Koalition in die Krise http://t.co/9IXKAzj3xa #UFO4UBlogDeutsch
Negative;@vertigonix dass ich mir weder vom Papst noch von Atheisten vorschreiben lasse, was und wie ich zu glauben hätte.
Neutral;@Schroddi der Hundesalon einer Bekannten von mir heißt so :0
Positive;@MissTrashman MACH EINEN GIGANTISCHEN PENIS
Neutral;"#11Freunde zu #Slomka und dem #HSV.
Mehr Worte braucht es nicht http://t.co/LiRpIuD0Qf"
Positive;"@klotzbrocken @billomat - Excel ist auch ganz nett &amp; maximal flexibel"
Positive;Guten Morgen!
Negative;@maschaper mal gucken. Seit Freitag weiss ich echt noch nicht genau welche Strategie ich fahren soll. War nochmal ziemlicher Tiefschlag.
Neutral;@maschaper mal gucken. Seit Freitag weiss ich echt noch nicht genau welche Strategie ich fahren soll. War nochmal ziemlicher Tiefschlag.
Neutral;"@Julschenunicorn Schön sind wir auch im Alter braucht NUR die Jenen der es auch erkennen können ;-)"
Neutral;"2. Bundesliga: Pfälzer Pokalhelden vor ""Druckspiel"" in Aue http://t.co/t7WTcHzipU"
Positive;Ich guck 7 Minuten/Tag – durchschnittl. Danke Herr Seidl @faz_net: Fernsehen und die Zahlen: große Quoten-Lüge  http://t.co/OEn4GEqIca  #faz
Negative;RT @bommeljogi: genmais, schmerztabletten und antibiotika (massentierhaltung) sind voll ok, aber bei der #pidana sorgen sie sich um unsere …
Positive;@_sonja_r stark. neid. viel spaß! und drei punke.
Neutral;Ob #Schweiz ausschließen jetzt so die Lösung ist? EU setzt Verhandlungen mit der Schweiz aus #zeitonline #abst14 http://t.co/OBfDmlWy4h
Neutral;Nicht alles, aber alles richtig - bei http://t.co/5cGZavyRrA
Neutral;Neu: U16: Hallenkreismeister 2013/2014 (Foto) http://t.co/XzgAYLBEnC tsg1885
Neutral;Apetito: Kostproben auf dem Deutschen Schulleiterkongress: Apetito Catering hat den Teilnehmern auf dem Deutsc... http://t.co/WUhMvG4zvv
Neutral;"Barzahlung bei ""Haushaltsscheckverfahren"" möglich - http://t.co/5bPnTWVkDR"
Neutral;"Barzahlung bei ""Haushaltsscheckverfahren"" möglich - http://t.co/5bPnTWVkDR"
Negative;Muss. Aufstehen,
Neutral;Muss. Aufstehen,
Negative;Die netten Kollegen hier neben mir tauschen ihre Handys und helfen sich bei #CandyCrush! Naja solange sie das nicht mit anderen Sachen tun.
Neutral;"Frage an die Erwachsenen (vorabfrage)
Wer hat Interesse, an einem Bratwurstlehrgang in Thüringen am Rennsteig in Ilmenau teilzunehmen?"
Neutral;"Frage an die Erwachsenen (vorabfrage)
Wer hat Interesse, an einem Bratwurstlehrgang in Thüringen am Rennsteig in Ilmenau teilzunehmen?"
Neutral;„Großereignisse werden immer mehr als Kommerzveranstaltung wahrgenommen“: BR-Intendant Ulrich Wilhelm #Olympia http://t.co/rcvVDe7ss6
Positive;RT @aMereien: Ich weiß gar nicht, was alle haben. Ich liebe Montag.
Neutral;Studie: Mehr Umsatz mit Gutscheinen. Ob Frau oder Mann, ob jung oder alt: Die Deutschen lieben Rabatt-Gutscheine. http://t.co/yUr9ZHfQIK
Neutral;@Z4PP3D @hoelu Naja die ersten beiden Punkte sind mir bei nem MP Shooter ziemlich egal xD und ich kauf es ja eh erst zum Budgetpreis^^
Positive;"Habe schon öfter bei Auxmoney Geld angelegt &amp; ging immer gut daher teste jetzt das neuer Lendico.de aus Berlin habe mich mit 1k Angelegt. =)"
Neutral;2.Bundesliga :: Bittenfeld punktet doppelt in Hildesheim : Der TV Bittenfeld 1898 hat auch ausw�rts...  #handball » http://t.co/K0i6pSXBzm
Neutral;"#Williamhill startet ab 17.02. europaweite TV-Kampagne für #sportwetten und #casinogames in Österreich, Italien &amp; Spanien"
Negative;SE65 25162 von Eberbach (ab 06:41) n. F-Hbf (an 08:32) - ab Ober-Ramstadt - etwa 5 - 10 Min. später   Grund:  Warten auf Gegenzug
Negative;Es ist ein zu schöner Tag für eine Beerdigung. http://t.co/MWUeOvDndI
Positive;@MichaelxHell Guten Morgen, freue mich auch auf die neue Folge TG nachher. Hoffe du stehst den Montag durch bis heute Abend :)
Positive;@MichaelxHell Guten Morgen, freue mich auch auf die neue Folge TG nachher. Hoffe du stehst den Montag durch bis heute Abend :)
Neutral;Blattschneiderameisen: Verkannte Stars im Frankfurter Zoo: Der Frankfurter Zoo hat nicht nur große Tiere, sond... http://t.co/cDkRiDbrdK
Negative;@Z4PP3D @DerVortex @hoelu Lasst mich da raus ok? Hab keinen Bock auf sowas -.-'
Negative;@Z4PP3D @DerVortex @hoelu Lasst mich da raus ok? Hab keinen Bock auf sowas -.-'
Neutral;#Williamhill startet europaweite TV-Medienkampagne für #sportwetten #casinospiele: http://t.co/KcRtojIl8u
Neutral;RT @heiseonline: Konsequenz aus NSA-Affäre: Deutsche Geheimdienste sollen auch Verbündete beobachten http://t.co/42lWL1UgFM #NSA #Verfassun…
Neutral;RT @heiseonline: Konsequenz aus NSA-Affäre: Deutsche Geheimdienste sollen auch Verbündete beobachten http://t.co/42lWL1UgFM #NSA #Verfassun…
Positive;"Typisierungsaktion Till März ua war ein voller Erfolg! 1498 ""Helden"" wurden typisiert! Dank an alle HelferInnen und Unterstützer! #Leukämie"
Positive;"Typisierungsaktion Till März ua war ein voller Erfolg! 1498 ""Helden"" wurden typisiert! Dank an alle HelferInnen und Unterstützer! #Leukämie"
Negative;@Tzudemwico @peonysandroses entspannt euch bitte mal beide
Positive;Guten Morgen! Die Commerzbank Dax-Indikation steht am heutigen Montag unverändert bei ca. 9.666 Punkten. Der... http://t.co/aoieQ3loWi
Neutral;Guten Morgen! Die Commerzbank Dax-Indikation steht am heutigen Montag unverändert bei ca. 9.666 Punkten. Der... http://t.co/aoieQ3loWi
Positive;Hallo und Willkommen im Chaos @GamingFai :)) via http://t.co/fv8KzLCAGB
Positive;Hallo und Willkommen im Chaos @GamingFai :)) via http://t.co/fv8KzLCAGB
Positive;Guten Morgen 💖💖💖 http://t.co/1cJdkFlnUM
Positive;@FCBayern das Triple muss getriplet werden! #miasanmia #superbayern
Positive;@FCBayern das Triple muss getriplet werden! #miasanmia #superbayern
Neutral;RT @heiseonline: c't Hacks 1/14 jetzt im Handel http://t.co/ESc8UjzkOU
Neutral;RT @heiseonline: c't Hacks 1/14 jetzt im Handel http://t.co/ESc8UjzkOU
Negative;Im Osten geht die Sonne auf, im Süden ist ihr Mittagslauf, im Westen wird sie untergehen…und im Norden (so bei Ha... http://t.co/d0Tx7CnW62
Negative;@UnitymediaHilfe Ich hoffe, da versucht grad jemand zu trollen....
Neutral;Die Frankfurter Hof Zeitung is out! http://t.co/ip1bUXOUiC Stories via @HorecaTotaal @Book_Fair
Neutral;"Der Morgen nach der #Hotelparty !!!!🍸🎊🎉😄
Rapper hinterlassen Spuren ... @ Dormero Hotel http://t.co/V8ntDgWelt"
Neutral;Entdecke Rüsselsheim is out! http://t.co/fO02u0azzt
Neutral;Jetzt auch bei architekturvideo.de - unser #Architekturfilm über den #Bundesrat http://t.co/9g1cdPgRiE
Neutral;Ehemaliger HSV-Torwart Stein kritisiert van der Vaart http://t.co/tOiuJ0hiZ4
Neutral;RT @FAZ_NET: Rentenplan kostet den Bund viele Milliarden Euro mehr, berichten Manfred Schäfers und Kerstin Schwenn. http://t.co/hyBYMFXUiH
Neutral;“Social Timeline”: Die Geschichte von #SocialMedia im Timeline-Design http://t.co/Vrrgu1Au6W via @allfacebookde
Neutral;#Baufirma gesucht http://t.co/GarWkAJiaz
Neutral;Schmerzen im Nacken: Felix #Neureuther bricht Training ab #Sochi2014 http://t.co/XRVdyWNpnQ
Positive;"@Keksautomat ganz so schlimm war es nicht ;-)"
Neutral;@DerHerrGast Good Morning! Wo genau befindet sich denn der unvollständige Schriftzug? *sr
Positive;"@holger101x fragen Sie nicht ;-)"
Negative;So erster Tag in der neuen Arbeit … Größte Veränderung: Vollzeit …
Neutral;So erster Tag in der neuen Arbeit … Größte Veränderung: Vollzeit …
Neutral;RT @MRMCD2014: Wir bitten um Beachtung folgender struktureller Maßnahmen: http://t.co/LPEV9eiDFS
Neutral;Aktien Frankfurt Ausblick: Kaum verändert nach starkem Lauf in der Vorwoche http://t.co/cmAjEa5xbK #Wirtschaft #Finanzen
Neutral;Weitere Infos: http://t.co/Ks5Se5N8wE
Positive;@fips_schneider Hallo, vielen Dank für den Hinweis. *sr
Neutral;Heute: Island-Jäckchen. #609060 http://t.co/ohApZMkJz4
Neutral;Eintracht-Fans feiern Kumbela - HSV feuert Trainer Marwijk: Eintracht Braunschweig hat am Samstagabend im heim... http://t.co/B1zIP08Xr3
Negative;"So warm machen ;-) Autsch http://t.co/JehHaWbTae"
Neutral;Bioethik in der EU : Eine Gemeinschaft der Wertevielfalt http://t.co/lip5JvPIQX
Neutral;Schleswig - Holstein : Probleme mit der Chronikerpauschale http://t.co/pRT0worSQC
Negative;Schleswig - Holstein : Probleme mit der Chronikerpauschale http://t.co/pRT0worSQC
Neutral;"20 Jahre Pflegeversicherung : "" Ein Meilenstein der Sozialpolitik "" http://t.co/d88dAHQa5n"
Positive;Schlaganfall : Hamburger loben sich für fixe Thrombolyse http://t.co/OCmvHuNGXv
Neutral;Explosive Nischen / http://t.co/jNaAmNAArA
Neutral;Explosive Nischen / http://t.co/jNaAmNAArA
Neutral;Recherchen auf meinem Blog entfällt - http://t.co/obYvB3ui4A
Neutral;3.Liga Ost :: Pirna meldet sich zurück : Als kurz nach 21 Uhr die Schlussirene in der Sonnenstein...  #handball » http://t.co/T38UQmFrig
Neutral;3.Liga Ost :: Pirna meldet sich zurück : Als kurz nach 21 Uhr die Schlussirene in der Sonnenstein...  #handball » http://t.co/T38UQmFrig
Neutral;RT @aerztezeitung: Bioethik in der EU : Eine Gemeinschaft der Wertevielfalt http://t.co/lip5JvPIQX
Neutral;RT @aerztezeitung: Bioethik in der EU : Eine Gemeinschaft der Wertevielfalt http://t.co/lip5JvPIQX
Neutral;Die Praxis der BewusstseinsMedizin http://t.co/j89H6HfPVU
Neutral;Die Praxis der BewusstseinsMedizin http://t.co/j89H6HfPVU
Negative;Habe mich einfach kackdreist auf den Sitzplatz gedrängelt. Sorry, aber montags verstehe ich da keinen Spaß...
Negative;"WILL DER SCHEIß KIPPENAUTOMAT MICH VERARSCHEN? ! 
DER HAT MEINE 5 € GESCHLUCKT UND GIBT MIR KEINE KIPPEN R U SERIOUS"
Positive;Alt und doch immer brandaktuell http://t.co/mjMyhqrcPS
Negative;RT @Bloggde: Es kommt wie es kommt: Völlig sinnlos, und das ist meine ganz persönliche Meinung, was... http://t.co/EmYB7KJuPh #eintracht
Positive;@ihave_to Super, schick bitte eine E-mail an twiesseckel@sandsmedia.com, dann reden wir über die Details
Neutral;Kohlewende in Australien: Deutschland als abschreckendes Beispiel http://t.co/Px3tARDUYH via @SPIEGELONLINE
Neutral;Kohlewende in Australien: Deutschland als abschreckendes Beispiel http://t.co/Px3tARDUYH via @SPIEGELONLINE
Neutral;RT @Cision_DE #Studie: Top Ranking-Faktoren für #Google Deutschland 2013 | @mcschindler | http://t.co/xWjQ102guF
Neutral;Flugzeug der Ethiopian Airlines nach Genf entführt: GENF - Ein äthiopisches Passagierflugzeug ist am frühen Mo... http://t.co/sFfV3u1cY5
Positive;Pflegeleicht?!? Ich tu doch tausendmal lieber gärtnern als allsamstäglich Autowaschen, Gassekehren und Pflasterkärchern. #Garten
Neutral;RT @aerode: Flugzeug der Ethiopian Airlines nach Genf entführt: GENF - Ein äthiopisches Passagierflugzeug ist am frühen Mo... http://t.co/s…
Negative;LEUTE IN DER BAHN STERBT AN D.I.D
Negative;LEUTE IN DER BAHN STERBT AN D.I.D
Positive;@caschy mach jetzt meine Bachelorarbeit in einem Projekt
Neutral;Lernen Sie jetzt wie Sie Devisen richtig handeln können. http://t.co/fmUk6gHCyp #xtb #forex #devisen
Negative;Moin zusammen ... warum muss heute schon wieder Montag sein? WIESO??? #online
Neutral;Thomas Oppermann: Ehrgeizig und indiskret (von Johannes Leithäuser ) http://t.co/JjICcahOBE
Neutral;RT @CorJesuRex: Martyrerfeste http://t.co/zDFGHa2h8F #HerzJesu #abstinenz #betrachtung #hingabe
Positive;Schulfrei und freiwillig um 08:00 ihr aufstehen, was ist mir los mit mir? :o
Negative;RT @FAZ_Wirtschaft: Rentenplan kostet den Bund viele Milliarden Euro mehr, berichten Manfred Schäfers und Kerstin Schwenn. http://t.co/wdET…
Negative;@kunstbiss Leider kann unser Ordnungsdienst nicht jede Fahrt begleiten. Schade, dass einige Fahrgäste sich so rücksichtslos verhalten. *sr
Positive;Guten morgen
Neutral;RT @GoertzGerd: Lesen Sie Die tägliche Gerd Görtz gg-steuern Zeitung ▸  heutige Topstories dank @DWS_Verlag @BMF_Bund @IWW_Steuern http://t…
Neutral;United Internet: Internetstar Dommermuth lehnt Web-Banking ab http://t.co/dVbf7Yap58 via @welt_webwelt
Neutral;Evernote hilft dir, nichts zu vergessen. Sichere dir jetzt 1 Monat @Evernote Premium: https://t.co/XDtAUAJH5k
Neutral;NBA-Allstar-Game: @swish41 Nowitzki verliert das AllStar-Game - Lag es an den ungewohnten kurzen Ärmeln? http://t.co/vg6JaePjVv
Negative;@holger101x @mabagus Hoppla, das schaut nach einem Eingabefehler beim Anlegen der Meldung aus. Wir bitten um Entschuldigung. *sr
Negative;Ein Griff zum Strohhalm! #HSV #Slomka
Neutral;Ein Griff zum Strohhalm! #HSV #Slomka
Negative;@bonzibuddy @ThomasMielke @MissWayne das is doch bestimmt was versautes…. Noch nie davon gehört.
Neutral;"Flappy Birds: Klone fliegen aus Google- &amp; iOS-Store - Chip Online: GoogleWatchBlogFlappy Birds: Klone fliegen ... http://t.co/k0D6IT1ZAQ"
Neutral;Noch 20 Tage bis zur CeBIT. So langsam gehen wir hier auch in die Vorbereitung der Programmaufbereitungen. Thema... http://t.co/JsuDLVtIMZ
Neutral;@dan_konrad Guten Morgen, wir haben den Hinweis weitergereicht und lassen den Bahnsteig schnellstmöglich reinigen. *sr
Neutral;#Armutseinwanderung: Die Präsidentin des Sozialgerichts #Frankfurt ist schockiert. http://t.co/UeozA4z0Mg http://t.co/CREPZ5nfWw
Negative;#Armutseinwanderung: Die Präsidentin des Sozialgerichts #Frankfurt ist schockiert. http://t.co/UeozA4z0Mg http://t.co/CREPZ5nfWw
Neutral;Kurz vor 9: Zalando holt IPO-Experten für Börsengang, Rakuten, Viber, Zalora, Kickstarter, Pinterest, eBay, Amazon http://t.co/Ve1tUI9m6j
Neutral;Und morgen in Ihrer @HAZ - Der Unterschied zwischen Groß und Klein http://t.co/RMvtfMSSXb #HSV
Neutral;RT @t3n: #Kickstarter gehackt: Passwörter ändern! http://t.co/5BRRu01ZQB
Neutral;Photoshop-Tutorials: Adobe-Video für Anfänger erleichtert den Einstieg http://t.co/FePDuOW0Nc via @t3n
Negative;@dan_konrad Bitte entschuldigen Sie die späte Antwort, unser Account ist am Wochenende leider nicht - oder nur sporadisch - besetzt. *sr
Negative;@dan_konrad Bitte entschuldigen Sie die späte Antwort, unser Account ist am Wochenende leider nicht - oder nur sporadisch - besetzt. *sr
Negative;@MissWayne hä? Ich hab kein Plan, was das is
Negative;@fallenbeck irgendwie fehlen alle termine ab märz
Positive;"@Chizu_chan93 @San_chi  kenne ich *^* ich find das sooo süß &lt;3"
Negative;@fallenbeck und die eingabemaske ist halt komplett im seltsam, kontakte nutze ich noch nicht
Negative;Kollege in T-Hailand und ich bekomme gleich ein Ticket zu einer TK-Anlagen Störung... Montag läuft...
Positive;"Schon besucht?
http://t.co/LRjA5ANB3I

Ab MItte März gibts wieder neue Studio-Videos!"
Positive;Die Musik rettete sein Leben. Schuckenack Reinhardt wäre heute 93 geworden.
Positive;"Montagsmotivation² – Mach`es mit Liebe 

Ich wünsche Euch einen tollen Start in die Woche

""Man liebt das, wofür... http://t.co/BCUE6HxfUJ"
Neutral;RT @KatjaKupka: Meine Rezension zu Public Relations von @Dominik_R wurde bei Initiative Kommunikation veröffentlicht: http://t.co/3Y8tCu6xf…
Negative;Whisper und Secret: Das Märchen von der „geheimen“ App-Revolution [Kommentar] -  http://t.co/TymhPj3pAk
Negative;"C++
Mo bis Fr
Von 9 bis 18 Uhr
Ich will das nicht /o\"
Negative;"C++
Mo bis Fr
Von 9 bis 18 Uhr
Ich will das nicht /o\"
Neutral;#Grüner #Tee, #schwarzer Tee, #Gesundheitstee, #Kräutertee oder #Früchtetee http://t.co/jRFCyt3xHm
Neutral;Website-Speed erhöhen? Ladet Links doch einfach schon bevor sie geklickt werden http://t.co/o7FQcrTGF2
Positive;"Frankfurt, jetzt.

. http://t.co/xGfHWQndt3"
Neutral;"Sonne.
Wolkenlos.
Frost. 
Oh! - Ich muss tatsächlich kratzen..."
Neutral;Luftpirat verhaftet: Äthiopisches Flugzeug nach Genf entführt http://t.co/gOlH0jdT0J
Neutral;Die mobile Denkfabrik: Dies und das – Neues aus dem Mobilmarkt http://t.co/cQQXFvLvUD
Negative;"Halb 9, drei meiner Nachbarn fangen GLEICHZEITIG(!) mit Sägen, Rasenmähen und Staubsaugen an.
WAS IST HEUTE FALSCH?"
Neutral;RT @fmpreuss: Die Welt in Pixeln: Der Teletext-Generator für eure Fotos http://t.co/S7Y8d26hI5
Positive;"Wecke meinen Bruder dann morgen mit “Und morgen früh küss’ ich dich wach” von Helene Fischer.
Rache kann so schön sein 😍"
Neutral;Hey hier ist Annette Radüg ☮  Ich wünsche Euch eine sonnige Superwoche!! http://t.co/hEHKv1yVjg
Neutral;FG Münster: FA muss Gründe für Versagung des Vorsteuerabzuges wegen betrügerischen Handelns darlegen http://t.co/HG7e81dZZ2
Neutral;So sehen Googles Suchergebnisse nach der Einigung mit der Europäischen Kommission aus -  http://t.co/hNpeINxPDG
Positive;@jantheofel Gern geschehen. Ich wünsche Ihnen einen erfolgreichen Tag. /st
Positive;Das stimmt! In diesem Sinne, allen eine tolle Woche http://t.co/ekfJQbfMBz
Neutral;Huge Fanpage List Builder Bonus | Best Facebook Fanpage List Builder 2014 - YouTube http://t.co/pv9qFUJ22B
Neutral;Der Mittelpunkt alles Menschenverderbens ist Verhärtung des Herzens - Johann Heinrich Pestalozzi starb heute vor 191 Jahren
Neutral;Der Mittelpunkt alles Menschenverderbens ist Verhärtung des Herzens - Johann Heinrich Pestalozzi starb heute vor 191 Jahren
Positive;"Schön wenn ein Montag so sonnig startet ♡
Was habt ihr heute so vor?
Wenb Nita wach ist machen wir beide uns auf... http://t.co/vd5MjwHKZO"
Neutral;Und es geht wieder zur Arbeit... (@ Bahnhof Niederhöchstadt) http://t.co/sKA06s8PHt
Neutral;Kabinett: Staatssekretär Schmidt soll neuer Bundesagrarminister werden http://t.co/TyzIUnUb5g
Negative;Manchmal glaube ich, der blaue Vogel hat euch allen ins Hirn geschissen.
Positive;Dieser Montagmorgen ist jetzt offiziell nur noch halb so schlimm! #Frühling http://t.co/bPGqEczZvN
Positive;Ich warte auf den tag wo takeru zu mikaru 2 wird und auch eine Ausstellung in paris macht HAHAHAHAHA
Positive;Ein Christ ist ein freier Mensch, er geht durch alle Lager dieser Welt, nur seinem Herrn gehörig - Ernst Käsemann starb heute vor 16 Jahren
Neutral;… Frage 2: Wollen Sie das sofort tun? http://t.co/YYrMjKDe1F
Positive;"""Mir wurde klar, dass niemand die Platten kaufte, die ich rezensierte, daher dachte ich mir Bands und Platten aus"" http://t.co/p3Tcoym3Vt"
Negative;Ich krieg die Augen nicht auf und hab Kopfschmerzen ohne Ende... Das war wohl nichts... Muss Ich Morgen hin, dann aber wirklich ~_~
Positive;@der_kleine_Keks willkommen im Jetzt :)
