"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"291072 Eunápolis";30;22;0;217;1;182;452
"291075 Fátima";1;0;0;1;0;3;5
"291077 Feira da Mata";0;0;0;0;0;1;1
"291080 Feira de Santana";136;184;21;359;1;806;1507
"291085 Filadélfia";0;2;0;4;0;3;9
"291100 Floresta Azul";0;0;0;2;0;7;9
"291110 Formosa do Rio Preto";1;0;0;6;0;8;15
"291120 Gandu";0;2;0;6;0;17;25
"291125 Gavião";0;0;0;0;0;1;1
"291130 Gentio do Ouro";0;0;0;0;0;1;1
"291140 Glória";2;0;0;1;0;8;11
"291150 Gongogi";0;0;0;1;0;5;6
"291160 Governador Mangabeira";0;0;0;8;0;13;21
"291165 Guajeru";0;0;0;2;0;0;2
"291170 Guanambi";14;12;0;17;1;25;69
"291180 Guaratinga";0;0;0;5;0;7;12
"291185 Heliópolis";0;0;0;2;0;5;7
"291190 Iaçu";4;4;0;11;0;32;51
"291200 Ibiassucê";1;0;0;1;0;2;4
"291210 Ibicaraí";1;0;0;4;1;15;21
"291220 Ibicoara";0;0;0;4;0;2;6
"291230 Ibicuí";3;0;0;5;0;6;14
"291240 Ibipeba";1;0;0;3;0;2;6
"291250 Ibipitanga";4;0;0;2;0;3;9
"291270 Ibirapitanga";2;1;0;4;0;11;18
"291280 Ibirapuã";1;0;0;4;0;8;13
"291290 Ibirataia";1;1;0;1;0;9;12
"291300 Ibitiara";0;1;0;1;0;5;7
"291310 Ibititá";0;0;0;0;0;4;4
"291320 Ibotirama";0;1;0;3;0;18;22
"291330 Ichu";0;1;0;0;0;1;2
"291340 Igaporã";0;1;0;0;0;2;3
"291345 Igrapiúna";0;0;0;2;0;3;5
"291350 Iguaí";2;0;0;2;0;6;10
"291360 Ilhéus";20;26;0;110;0;392;548
"291370 Inhambupe";3;1;0;1;0;14;19
"291380 Ipecaetá";1;0;0;4;0;5;10
"291390 Ipiaú";6;5;0;9;0;43;63
"291400 Ipirá";4;6;0;25;0;48;83
"291410 Ipupiara";0;0;0;1;0;2;3
"291420 Irajuba";0;0;0;1;0;5;6
"291430 Iramaia";0;1;0;1;0;2;4
"291440 Iraquara";0;0;0;6;0;7;13
"291450 Irará";0;2;0;8;0;14;24
"291460 Irecê";12;6;0;22;0;48;88
"291465 Itabela";11;3;0;45;0;45;104
"291470 Itaberaba";5;6;1;36;0;53;101
"291480 Itabuna";27;18;2;98;0;502;647
"291490 Itacaré";0;1;0;5;0;21;27
"291500 Itaeté";1;0;0;0;0;5;6
"291510 Itagi";0;0;0;5;0;6;11
"291520 Itagibá";0;0;0;2;0;6;8
"291530 Itagimirim";0;2;0;11;0;10;23
"291535 Itaguaçu da Bahia";0;0;0;0;0;2;2
"291540 Itaju do Colônia";0;0;0;1;0;2;3
"291550 Itajuípe";3;1;0;5;0;19;28
"291560 Itamaraju";10;16;0;87;1;110;224
"291570 Itamari";0;0;0;1;0;3;4
"291580 Itambé";3;3;0;8;0;7;21
"291590 Itanagra";1;0;0;0;0;0;1
"291600 Itanhém";1;0;0;1;0;14;16
"291610 Itaparica";2;7;0;10;0;37;56
"291620 Itapé";2;0;0;2;0;11;15
"291630 Itapebi";1;2;0;7;0;7;17
"291640 Itapetinga";14;12;0;44;0;28;98
"291650 Itapicuru";0;0;0;4;0;3;7
"291660 Itapitanga";0;0;0;0;0;2;2
"291670 Itaquara";1;0;0;2;0;2;5
"291680 Itarantim";2;1;0;3;0;7;13
"291685 Itatim";2;2;0;6;0;7;17
"291690 Itiruçu";2;1;0;3;0;8;14
"291700 Itiúba";1;0;0;3;0;8;12
"291710 Itororó";1;1;0;4;0;12;18
"291720 Ituaçu";1;0;0;6;0;0;7
"291730 Ituberá";0;1;0;2;0;8;11
"291735 Jaborandi";0;1;0;2;0;2;5
"291740 Jacaraci";0;0;0;4;0;0;4
"291750 Jacobina";4;1;0;8;0;37;50
"291760 Jaguaquara";0;0;0;4;1;17;22
"291770 Jaguarari";2;2;2;6;0;14;26
"291780 Jaguaripe";1;0;0;3;0;9;13
"291790 Jandaíra";0;0;0;0;0;3;3
"291800 Jequié";26;24;0;93;0;202;345
"291810 Jeremoabo";4;2;0;3;0;17;26
"291820 Jiquiriçá";1;1;0;3;0;4;9
"291830 Jitaúna";0;0;0;0;0;5;5
"291835 João Dourado";2;3;0;2;0;5;12
"291840 Juazeiro";90;57;10;255;1;220;633
"291845 Jucuruçu";0;0;0;5;0;0;5
"291850 Jussara";0;0;0;4;0;6;10
"291855 Jussari";0;0;0;0;0;8;8
"291870 Lafaiete Coutinho";0;0;0;0;0;1;1
"291875 Lagoa Real";1;0;0;0;0;0;1
"291880 Laje";1;0;0;6;0;8;15
"291890 Lajedão";0;0;0;1;0;2;3
"291900 Lajedinho";0;0;0;0;0;1;1
"291905 Lajedo do Tabocal";2;0;0;0;0;0;2
"291910 Lamarão";0;0;0;1;0;2;3
"291915 Lapão";0;0;0;3;0;5;8
"291920 Lauro de Freitas";40;56;0;141;1;309;547
"291930 Lençóis";0;0;0;2;0;9;11
"291940 Licínio de Almeida";0;0;2;5;0;3;10
"291950 Livramento de Nossa Senhora";2;1;0;5;0;6;14
"291955 Luís Eduardo Magalhães";18;7;0;27;1;32;85
"291960 Macajuba";2;0;0;0;0;6;8
"291970 Macarani";0;0;0;3;0;1;4
"291980 Macaúbas";3;0;0;6;0;6;15
"291990 Macururé";1;0;0;0;0;1;2
"291992 Madre de Deus";1;7;0;15;0;37;60
"291995 Maetinga";0;0;0;1;0;0;1
"292000 Maiquinique";1;0;0;1;0;2;4
"292010 Mairi";2;0;0;6;0;5;13
"292020 Malhada";0;2;0;4;1;3;10
"292030 Malhada de Pedras";2;0;0;2;0;1;5
"292040 Manoel Vitorino";2;0;0;2;0;3;7
"292045 Mansidão";0;0;0;1;0;2;3
"292050 Maracás";4;1;0;6;0;13;24
"292060 Maragogipe";2;3;1;13;0;23;42
"292070 Maraú";0;0;0;1;0;7;8
"292080 Marcionílio Souza";0;1;0;3;0;2;6
"292090 Mascote";0;0;0;2;0;7;9
"292100 Mata de São João";5;6;0;14;0;37;62
"292105 Matina";1;0;0;0;0;0;1
"292110 Medeiros Neto";1;1;0;7;0;37;46
"292120 Miguel Calmon";1;0;0;5;0;5;11
"292130 Milagres";1;2;0;10;0;7;20
"292140 Mirangaba";1;0;0;2;0;2;5
"292145 Mirante";0;1;0;0;0;2;3
"292150 Monte Santo";0;2;1;3;0;12;18
"292170 Morro do Chapéu";0;3;0;3;0;9;15
"292180 Mortugaba";2;0;0;0;0;3;5
"292190 Mucugê";3;0;0;5;0;3;11
"292200 Mucuri";4;1;1;12;0;59;77
"292205 Mulungu do Morro";1;0;0;1;0;2;4
"292210 Mundo Novo";0;4;0;0;0;7;11
"292220 Muniz Ferreira";2;0;0;0;0;7;9
"292230 Muritiba";1;8;0;15;0;25;49
"292240 Mutuípe";1;3;0;2;0;7;13
"292250 Nazaré";4;9;0;21;0;19;53
"292260 Nilo Peçanha";0;0;0;0;0;1;1
"292265 Nordestina";0;2;0;3;0;2;7
"292270 Nova Canaã";2;3;0;3;0;4;12
"292273 Nova Fátima";0;1;0;3;0;4;8
"292275 Nova Ibiá";0;1;0;0;0;0;1
"292280 Nova Itarana";0;1;0;3;0;3;7
"292285 Nova Redenção";0;0;0;0;0;2;2
"292290 Nova Soure";0;1;0;4;0;4;9
"292300 Nova Viçosa";0;8;1;12;0;45;66
"292303 Novo Horizonte";3;0;0;0;0;0;3
"292305 Novo Triunfo";0;1;0;2;0;4;7
"292310 Olindina";4;0;0;8;0;5;17
"292320 Oliveira dos Brejinhos";1;0;0;0;1;6;8
"292330 Ouriçangas";0;0;0;1;1;1;3
"292335 Ourolândia";1;0;0;5;0;6;12
"292340 Palmas de Monte Alto";1;0;0;3;0;4;8
"292350 Palmeiras";1;1;0;3;0;6;11
"292360 Paramirim";1;1;0;6;0;1;9
"292370 Paratinga";0;2;0;2;0;2;6
"292380 Paripiranga";2;0;0;1;0;10;13
"292390 Pau Brasil";0;0;0;5;1;16;22
"292400 Paulo Afonso";15;2;0;40;0;119;176
"292405 Pé de Serra";1;0;0;1;0;0;2
"292410 Pedrão";0;0;0;1;0;3;4
"292420 Pedro Alexandre";0;0;0;2;0;3;5
"292430 Piatã";2;2;0;3;0;8;15
"292440 Pilão Arcado";2;0;0;1;0;1;4
"292450 Pindaí";0;1;0;0;0;2;3
"292460 Pindobaçu";0;1;0;2;0;6;9
"292465 Pintadas";0;0;0;1;0;3;4
"292470 Piripá";0;0;0;1;0;4;5
"292480 Piritiba";0;0;0;2;0;4;6
"292490 Planaltino";2;0;0;2;0;3;7
"292500 Planalto";8;5;0;21;0;17;51
"292510 Poções";11;4;0;30;0;23;68
"292520 Pojuca";2;7;0;14;1;16;40
"292525 Ponto Novo";0;3;0;5;0;5;13
"292530 Porto Seguro";56;53;1;144;8;288;550
"292540 Potiraguá";0;1;0;3;0;3;7
"292550 Prado";3;5;0;9;1;52;70
"292560 Presidente Dutra";2;0;0;2;0;2;6
"292575 Presidente Tancredo Neves";2;2;0;7;0;3;14
"292580 Queimadas";0;0;0;2;0;15;17
"292590 Quijingue";0;0;0;1;0;2;3
"292593 Quixabeira";1;0;0;1;0;2;4
"292595 Rafael Jambeiro";1;1;0;3;0;13;18
"292600 Remanso";19;23;2;44;0;57;145
"292610 Retirolândia";1;2;0;4;0;4;11
"292620 Riachão das Neves";0;0;0;3;0;3;6
"292630 Riachão do Jacuípe";2;1;0;5;0;23;31
"292640 Riacho de Santana";4;0;0;6;0;3;13
"292650 Ribeira do Amparo";2;0;0;2;0;11;15
"292660 Ribeira do Pombal";7;0;0;10;0;35;52
"292665 Ribeirão do Largo";0;1;0;0;0;2;3
"292670 Rio de Contas";1;0;0;1;0;2;4
"292680 Rio do Antônio";0;2;0;2;0;2;6
"292690 Rio do Pires";1;0;0;2;0;2;5
"292700 Rio Real";4;1;0;12;0;10;27
"292710 Rodelas";0;0;0;0;0;1;1
"292720 Ruy Barbosa";1;1;0;10;0;16;28
"292730 Salinas da Margarida";0;6;0;6;0;6;18
"292740 Salvador";867;1461;28;3177;20;8711;14264
"292750 Santa Bárbara";1;1;0;9;0;15;26
"292760 Santa Brígida";0;0;0;0;0;6;6
"292770 Santa Cruz Cabrália";10;4;0;15;2;30;61
"292780 Santa Cruz da Vitória";0;0;0;2;0;3;5
"292790 Santa Inês";2;1;0;2;0;15;20
"292805 Santa Luzia";1;1;0;3;0;10;15
"292810 Santa Maria da Vitória";4;0;0;3;0;6;13
"292840 Santa Rita de Cássia";2;3;0;13;1;8;27
"292850 Santa Teresinha";0;1;0;1;0;1;3
"292800 Santaluz";4;4;0;11;1;20;40
"292820 Santana";1;1;0;2;0;5;9
"292830 Santanópolis";0;0;0;0;0;1;1
"292860 Santo Amaro";2;14;0;20;0;50;86
"292870 Santo Antônio de Jesus";17;22;0;55;0;65;159
"292880 Santo Estêvão";2;14;0;19;0;49;84
"292890 São Desidério";2;2;0;5;0;14;23
"292895 São Domingos";0;0;0;1;0;3;4
"292910 São Felipe";0;2;0;3;0;8;13
"292900 São Félix";1;6;0;12;0;21;40
"292905 São Félix do Coribe";2;0;0;8;0;2;12
"292920 São Francisco do Conde";0;4;0;19;0;29;52
"292925 São Gabriel";3;1;0;1;0;4;9
"292930 São Gonçalo dos Campos";3;4;0;7;0;11;25
"292935 São José da Vitória";0;0;0;2;0;5;7
"292937 São José do Jacuípe";1;2;0;2;0;4;9
"292940 São Miguel das Matas";0;0;0;2;0;3;5
"292950 São Sebastião do Passé";3;5;0;19;0;22;49
"292960 Sapeaçu";2;2;0;1;0;11;16
"292975 Saubara";0;0;0;4;0;14;18
"292980 Saúde";0;0;0;3;0;3;6
"292990 Seabra";7;1;0;6;0;23;37
"293000 Sebastião Laranjeiras";1;0;0;1;0;1;3
"293010 Senhor do Bonfim";11;11;1;80;0;96;199
"293020 Sento Sé";1;2;0;5;0;11;19
"293015 Serra do Ramalho";1;0;0;3;0;2;6
"293030 Serra Dourada";0;0;0;0;0;2;2
"293040 Serra Preta";1;0;0;2;0;3;6
"293050 Serrinha";3;7;0;29;1;85;125
"293060 Serrolândia";0;2;0;2;0;5;9
"293070 Simões Filho";18;33;0;99;0;156;306
"293075 Sítio do Mato";0;0;0;2;0;6;8
"293076 Sítio do Quinto";0;0;0;0;0;1;1
"293077 Sobradinho";2;1;0;10;0;7;20
"293080 Souto Soares";4;0;0;0;0;3;7
"293090 Tabocas do Brejo Velho";0;0;0;0;0;1;1
"293100 Tanhaçu";3;0;0;3;0;8;14
"293105 Tanque Novo";2;0;0;1;0;0;3
"293110 Tanquinho";0;1;0;2;0;8;11
"293120 Taperoá";0;0;0;1;0;8;9
"293130 Tapiramutá";1;0;0;1;0;5;7
"293135 Teixeira de Freitas";35;16;1;82;1;231;366
"293140 Teodoro Sampaio";0;1;0;3;0;4;8
"293150 Teofilândia";1;2;0;4;0;6;13
"293160 Teolândia";1;1;0;2;0;5;9
"293170 Terra Nova";0;2;0;1;0;4;7
"293180 Tremedal";1;1;0;1;0;4;7
"293190 Tucano";4;1;0;5;0;10;20
"293200 Uauá";1;0;0;2;0;5;8
"293210 Ubaíra";0;4;0;0;0;7;11
"293220 Ubaitaba";0;0;0;3;0;22;25
"293230 Ubatã";1;0;0;3;0;7;11
"293240 Uibaí";1;0;0;2;0;3;6
"293245 Umburanas";0;0;0;2;0;2;4
"293250 Una";4;3;0;11;0;22;40
"293260 Urandi";0;0;0;2;0;0;2
"293270 Uruçuca";0;1;0;3;0;17;21
"293280 Utinga";0;1;0;6;0;5;12
"293290 Valença";11;31;0;64;0;132;238
"293300 Valente";0;0;0;1;0;3;4
"293305 Várzea da Roça";2;0;0;2;0;2;6
"293310 Várzea do Poço";0;0;0;2;0;0;2
"293315 Várzea Nova";1;1;0;1;0;2;5
"293317 Varzedo";1;0;0;4;0;1;6
"293320 Vera Cruz";12;9;0;24;1;46;92
"293325 Vereda";0;0;0;0;0;3;3
"293330 Vitória da Conquista";148;86;1;260;2;247;744
"293340 Wagner";0;0;0;2;0;2;4
"293345 Wanderley";0;0;0;0;0;6;6
"293350 Wenceslau Guimarães";0;2;0;3;0;10;15
"293360 Xique-Xique";2;3;0;13;0;33;51
"290000 Município ignorado - BA";1;1;0;5;0;107;114
"310010 Abadia dos Dourados";0;0;0;1;0;4;5
"310020 Abaeté";9;5;0;14;0;32;60
"310030 Abre Campo";0;1;0;0;0;3;4
"310040 Acaiaca";0;0;0;0;0;6;6
"310050 Açucena";0;0;0;0;0;5;5
"310060 Água Boa";1;1;0;0;0;1;3
"310070 Água Comprida";1;0;0;1;0;0;2
"310080 Aguanil";1;0;0;0;0;2;3
"310090 Águas Formosas";6;3;0;41;0;9;59
"310100 Águas Vermelhas";0;0;0;4;0;2;6
"310110 Aimorés";6;1;0;3;0;14;24
"310120 Aiuruoca";1;2;0;0;0;0;3
"310130 Alagoa";0;0;0;0;0;2;2
"310140 Albertina";0;1;0;0;0;1;2
"310150 Além Paraíba";28;16;1;10;0;71;126
"310160 Alfenas";104;17;1;20;0;94;236
"310163 Alfredo Vasconcelos";1;1;0;1;0;2;5
"310170 Almenara";3;3;0;35;0;9;50
"310180 Alpercata";4;0;0;3;0;7;14
"310190 Alpinópolis";3;1;0;2;0;11;17
"310200 Alterosa";6;0;0;0;0;6;12
"315350 Alto Jequitibá";1;0;0;1;0;7;9
"310210 Alto Rio Doce";1;0;0;0;0;1;2
"310220 Alvarenga";0;0;0;0;0;2;2
"310230 Alvinópolis";3;0;0;3;0;10;16
"310250 Amparo do Serra";4;1;0;1;0;4;10
"310260 Andradas";33;0;0;2;0;29;64
"310280 Andrelândia";3;2;0;0;0;5;10
"310290 Antônio Carlos";2;0;0;1;0;10;13
"310300 Antônio Dias";1;1;0;2;0;3;7
"310310 Antônio Prado de Minas";1;0;0;0;0;0;1
"310320 Araçaí";0;0;0;1;0;1;2
"310330 Aracitaba";2;0;0;0;0;2;4
"310340 Araçuaí";1;2;0;9;0;35;47
"310350 Araguari";250;60;2;117;1;244;674
"310360 Arantina";0;0;0;1;0;2;3
"310370 Araponga";0;0;0;0;0;1;1
"310375 Araporã";1;1;0;1;0;8;11
"310380 Arapuá";4;0;0;0;0;2;6
"310390 Araújos";1;0;0;1;0;1;3
"310400 Araxá";106;33;0;37;0;175;351
"310410 Arceburgo";3;0;0;1;0;1;5
"310420 Arcos";19;1;0;6;0;33;59
"310430 Areado";5;1;0;0;0;10;16
"310440 Argirita";3;1;0;1;0;0;5
"310445 Aricanduva";0;0;0;1;0;0;1
"310450 Arinos";1;0;0;1;0;1;3
"310460 Astolfo Dutra";5;2;0;1;0;18;26
"310470 Ataléia";0;0;0;7;0;1;8
"310480 Augusto de Lima";1;1;0;3;0;2;7
"310490 Baependi";4;0;0;0;0;15;19
"310500 Baldim";4;0;0;5;0;9;18
"310510 Bambuí";11;1;0;10;1;15;38
"310520 Bandeira";0;0;0;1;0;3;4
"310530 Bandeira do Sul";0;0;0;0;0;3;3
"310540 Barão de Cocais";8;4;3;18;0;25;58
"310550 Barão de Monte Alto";2;1;0;0;0;5;8
"310560 Barbacena";36;10;3;27;0;179;255
"310570 Barra Longa";0;0;0;0;0;3;3
"310590 Barroso";8;6;0;5;0;20;39
"310600 Bela Vista de Minas";3;1;1;7;0;20;32
"310610 Belmiro Braga";2;0;0;0;0;2;4
"310620 Belo Horizonte";3084;882;32;2384;11;8059;14452
"310630 Belo Oriente";5;2;0;3;0;12;22
"310640 Belo Vale";2;1;0;0;0;3;6
"310650 Berilo";0;0;0;0;0;2;2
"310665 Berizal";1;0;0;0;0;1;2
"310660 Bertópolis";0;0;0;3;0;1;4
"310670 Betim";265;92;3;249;1;900;1510
"310680 Bias Fortes";1;1;0;0;0;3;5
"310690 Bicas";14;7;0;6;0;35;62
"310710 Boa Esperança";18;6;0;6;0;35;65
"310720 Bocaina de Minas";1;1;0;0;0;0;2
"310730 Bocaiúva";4;4;0;24;0;35;67
"310740 Bom Despacho";21;6;0;11;0;19;57
"310750 Bom Jardim de Minas";15;1;0;5;0;12;33
"310760 Bom Jesus da Penha";3;0;0;0;0;0;3
"310770 Bom Jesus do Amparo";0;0;0;0;0;1;1
"310780 Bom Jesus do Galho";3;0;0;1;0;5;9
"310790 Bom Repouso";3;0;0;0;0;9;12
"310800 Bom Sucesso";6;0;2;4;0;9;21
"310810 Bonfim";1;0;0;1;0;1;3
"310825 Bonito de Minas";1;0;0;1;0;0;2
"310830 Borda da Mata";8;0;0;2;0;12;22
"310840 Botelhos";3;0;0;0;0;1;4
"310850 Botumirim";0;0;0;2;0;1;3
"310870 Brás Pires";1;2;0;1;0;2;6
"310855 Brasilândia de Minas";0;0;0;4;0;1;5
"310860 Brasília de Minas";4;1;0;13;0;13;31
"310890 Brasópolis";9;0;0;0;0;7;16
"310880 Braúnas";1;0;0;1;0;6;8
"310900 Brumadinho";9;2;0;8;0;32;51
"310910 Bueno Brandão";2;0;0;0;0;3;5
"310920 Buenópolis";2;3;0;8;0;13;26
"310925 Bugre";0;0;0;1;0;1;2
"310930 Buritis";1;0;0;2;0;3;6
"310940 Buritizeiro";2;1;0;5;0;17;25
"310945 Cabeceira Grande";0;0;0;1;0;1;2
"310950 Cabo Verde";1;0;0;1;0;2;4
"310960 Cachoeira da Prata";2;1;1;2;0;3;9
"310970 Cachoeira de Minas";4;1;0;1;0;9;15
"310270 Cachoeira de Pajeú";2;0;0;1;0;1;4
"310980 Cachoeira Dourada";0;0;0;0;0;1;1
"310990 Caetanópolis";1;1;0;7;0;7;16
"311000 Caeté";16;2;0;25;0;62;105
"311010 Caiana";0;0;0;0;0;3;3
"311020 Cajuri";0;0;0;0;0;2;2
"311030 Caldas";4;0;0;0;0;10;14
"311040 Camacho";0;0;0;1;0;0;1
"311050 Camanducaia";15;4;0;1;0;27;47
"311060 Cambuí";9;1;0;0;0;24;34
"311070 Cambuquira";9;4;0;1;0;9;23
"311080 Campanário";0;0;0;6;0;6;12
"311090 Campanha";7;1;0;0;0;24;32
"311100 Campestre";6;0;0;2;0;5;13
"311110 Campina Verde";5;4;1;7;0;21;38
"311115 Campo Azul";0;0;0;3;0;3;6
"311120 Campo Belo";25;6;1;19;0;42;93
"311130 Campo do Meio";7;1;0;0;0;11;19
"311140 Campo Florido";6;0;0;4;0;14;24
"311150 Campos Altos";8;2;0;7;0;18;35
"311160 Campos Gerais";11;2;0;2;0;13;28
"311190 Cana Verde";3;1;0;0;0;1;5
"311170 Canaã";0;0;0;2;0;4;6
"311180 Canápolis";4;1;1;3;0;3;12
"311200 Candeias";3;0;0;5;0;8;16
"311205 Cantagalo";1;0;0;0;0;0;1
"311210 Caparaó";0;0;0;0;0;2;2
"311220 Capela Nova";0;0;0;0;0;4;4
"311230 Capelinha";1;1;0;7;0;19;28
"311240 Capetinga";1;0;0;1;0;2;4
"311250 Capim Branco";2;0;0;4;0;3;9
"311260 Capinópolis";12;1;0;15;0;15;43
"311265 Capitão Andrade";1;0;0;0;0;1;2
"311270 Capitão Enéas";0;1;0;1;0;3;5
"311280 Capitólio";1;0;0;0;0;2;3
"311300 Caraí";6;0;0;21;0;10;37
"311310 Caranaíba";0;0;0;0;0;2;2
"311320 Carandaí";4;0;0;4;0;19;27
"311330 Carangola";22;3;0;1;1;63;90
"311340 Caratinga";11;8;0;15;0;95;129
"311350 Carbonita";1;0;0;0;0;3;4
"311360 Careaçu";5;0;0;1;0;17;23
"311370 Carlos Chagas";5;0;0;15;0;14;34
"311380 Carmésia";0;0;0;0;0;1;1
"311390 Carmo da Cachoeira";9;7;0;2;0;19;37
"311400 Carmo da Mata";9;4;0;4;0;19;36
"311410 Carmo de Minas";3;1;0;3;0;16;23
"311420 Carmo do Cajuru";5;4;0;5;0;9;23
"311430 Carmo do Paranaíba";23;7;0;9;0;28;67
"311440 Carmo do Rio Claro";14;1;0;2;0;14;31
"311450 Carmópolis de Minas";8;0;0;1;0;1;10
"311455 Carneirinho";0;0;0;1;0;4;5
"311460 Carrancas";0;1;0;0;0;4;5
"311470 Carvalhópolis";1;0;0;0;0;0;1
"311480 Carvalhos";1;0;0;1;0;5;7
"311490 Casa Grande";0;0;0;0;0;2;2
"311500 Cascalho Rico";2;2;0;1;0;2;7
"311510 Cássia";7;1;0;5;0;15;28
"311530 Cataguases";76;27;0;18;0;120;241
"311535 Catas Altas";0;0;0;5;0;2;7
"311540 Catas Altas da Noruega";0;0;0;0;0;3;3
"311545 Catuji";0;2;0;16;0;3;21
"311550 Caxambu";16;7;0;1;0;23;47
"311560 Cedro do Abaeté";0;0;0;0;0;1;1
"311570 Central de Minas";0;0;0;1;0;7;8
"311580 Centralina";4;0;0;0;0;4;8
"311590 Chácara";4;0;0;1;0;3;8
"311600 Chalé";0;1;0;0;0;3;4
"311610 Chapada do Norte";1;2;0;5;0;10;18
"311620 Chiador";2;3;0;3;0;6;14
"311630 Cipotânea";1;0;0;0;0;2;3
"311640 Claraval";0;1;0;0;0;1;2
"311650 Claro dos Poções";0;0;0;1;0;3;4
"311660 Cláudio";13;1;0;0;0;16;30
"311670 Coimbra";0;0;0;0;0;5;5
"311680 Coluna";0;0;0;0;0;5;5
"311690 Comendador Gomes";0;0;0;1;0;3;4
"311710 Conceição da Aparecida";5;1;0;1;0;4;11
"311520 Conceição da Barra de Minas";0;0;0;0;0;4;4
"311730 Conceição das Alagoas";12;2;1;11;0;41;67
"311740 Conceição de Ipanema";0;1;0;0;0;0;1
"311750 Conceição do Mato Dentro";4;1;0;2;0;13;20
"311760 Conceição do Pará";1;0;0;2;0;2;5
"311770 Conceição do Rio Verde";1;1;0;1;0;4;7
"311780 Conceição dos Ouros";4;0;0;0;0;8;12
"311783 Cônego Marinho";0;0;0;0;0;1;1
"311787 Confins";3;1;0;2;0;2;8
"311790 Congonhal";1;1;0;1;0;8;11
"311800 Congonhas";12;7;0;8;0;52;79
"311810 Congonhas do Norte";0;0;0;0;0;1;1
"311820 Conquista";2;1;0;1;0;7;11
"311830 Conselheiro Lafaiete";24;11;1;32;0;109;177
"311840 Conselheiro Pena";3;2;0;2;0;22;29
"311850 Consolação";3;0;0;0;0;3;6
"311860 Contagem";516;182;2;475;2;1400;2577
"311880 Coração de Jesus";0;1;0;3;0;4;8
"311890 Cordisburgo";0;1;0;1;0;1;3
"311900 Cordislândia";0;1;0;0;0;2;3
"311910 Corinto";2;6;0;13;0;19;40
"311920 Coroaci";0;0;0;0;0;5;5
"311930 Coromandel";8;3;0;3;0;16;30
"311940 Coronel Fabriciano";31;12;0;21;0;220;284
"311950 Coronel Murta";0;0;0;1;0;4;5
"311960 Coronel Pacheco";0;0;0;0;0;8;8
"311970 Coronel Xavier Chaves";0;1;0;0;0;0;1
"311980 Córrego Danta";3;0;0;1;0;5;9
"311990 Córrego do Bom Jesus";2;0;0;0;0;2;4
"311995 Córrego Fundo";0;0;0;1;0;3;4
"312000 Córrego Novo";1;0;0;1;0;3;5
"312010 Couto de Magalhães de Minas";0;0;0;4;0;4;8
"312015 Crisólita";0;0;0;8;0;1;9
"312020 Cristais";2;0;0;0;0;1;3
"312030 Cristália";0;0;0;1;0;3;4
"312040 Cristiano Otoni";0;1;0;1;0;9;11
"312050 Cristina";5;1;0;0;0;6;12
"312060 Crucilândia";0;0;0;1;0;3;4
"312070 Cruzeiro da Fortaleza";0;0;0;2;0;1;3
"312080 Cruzília";1;4;0;1;0;7;13
"312087 Curral de Dentro";0;0;0;0;0;2;2
"312090 Curvelo";37;13;0;36;0;89;175
"312100 Datas";1;1;0;0;0;3;5
"312110 Delfim Moreira";7;0;0;1;0;7;15
"312120 Delfinópolis";0;0;0;1;0;2;3
"312125 Delta";10;1;0;3;0;11;25
"312130 Descoberto";2;2;0;1;0;7;12
"312140 Desterro de Entre Rios";3;0;0;0;0;0;3
"312150 Desterro do Melo";1;0;0;0;0;0;1
"312160 Diamantina";6;3;0;17;0;49;75
"312170 Diogo de Vasconcelos";1;0;0;0;0;2;3
"312180 Dionísio";0;2;0;1;0;0;3
"312190 Divinésia";2;1;0;0;0;4;7
"312200 Divino";1;0;0;1;0;12;14
"312210 Divino das Laranjeiras";0;1;0;0;0;1;2
"312220 Divinolândia de Minas";1;0;0;1;0;2;4
"312230 Divinópolis";190;29;0;64;1;274;558
"312235 Divisa Alegre";3;1;0;5;0;2;11
"312240 Divisa Nova";2;1;0;1;0;2;6
"312245 Divisópolis";2;0;0;3;0;2;7
"312247 Dom Bosco";0;0;0;0;0;1;1
"312250 Dom Cavati";2;0;0;1;0;7;10
"312260 Dom Joaquim";1;0;0;0;0;1;2
"312270 Dom Silvério";0;0;0;1;0;0;1
"312290 Dona Eusébia";2;1;0;0;0;1;4
"312300 Dores de Campos";0;1;0;1;0;1;3
"312310 Dores de Guanhães";1;0;0;0;0;5;6
"312320 Dores do Indaiá";10;1;0;4;0;11;26
"312330 Dores do Turvo";1;0;0;1;0;3;5
"312350 Douradoquara";0;0;0;0;0;1;1
"312352 Durandé";0;0;0;1;0;3;4
"312360 Elói Mendes";5;1;0;0;0;20;26
"312370 Engenheiro Caldas";4;0;0;0;0;14;18
"312380 Engenheiro Navarro";2;2;0;3;0;4;11
"312385 Entre Folhas";0;0;0;0;0;2;2
"312390 Entre Rios de Minas";3;2;1;1;0;7;14
"312400 Ervália";1;0;0;1;0;4;6
"312410 Esmeraldas";24;16;0;33;0;68;141
"312420 Espera Feliz";3;1;0;1;0;32;37
"312430 Espinosa";2;0;0;5;0;8;15
"312450 Estiva";5;0;0;1;0;4;10
"312460 Estrela Dalva";0;3;0;0;0;3;6
"312470 Estrela do Indaiá";4;3;0;0;0;2;9
"312480 Estrela do Sul";5;2;0;3;0;8;18
